simulation_id,location,altitude_m,dominant_heat_loss_component,secondary_heat_loss_component,wall_loss_kwh,roof_loss_kwh,floor_loss_kwh,glazing_loss_kwh,infiltration_loss_kwh,sky_loss_kwh,total_loss_kwh,wall_loss_pct,roof_loss_pct,floor_loss_pct,glazing_loss_pct,infiltration_loss_pct,sky_loss_pct,sum_loss_pct,recommended_intervention,intervention_reason,min_indoor_temperature_C,max_indoor_temperature_C,avg_indoor_temperature_C,comfort_hours,hours_below_18C
SIM_001083,Siachen,5400.0,FLOOR,INFILTRATION,2.913,1.001,10.645,0.507,7.658,0.236,22.961,12.69,4.36,46.36,2.21,33.35,1.03,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-42.89,-39.86,-41.23,0,24
SIM_001084,Daulat Beg Oldie,5065.0,FLOOR,ROOF,3.217,6.298,27.1,1.944,6.141,0.408,45.108,7.13,13.96,60.08,4.31,13.61,0.9,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.3,-24.69,-26.27,0,24
SIM_001085,Galwan,4300.0,FLOOR,WALL,2.818,0.933,7.489,0.933,2.689,0.176,15.038,18.74,6.2,49.8,6.2,17.88,1.17,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.91,-20.59,-22.46,0,24
SIM_001086,Hanle,4500.0,FLOOR,ROOF,1.051,1.844,5.81,0.171,0.971,0.224,10.071,10.44,18.31,57.69,1.7,9.65,2.22,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-19.97,-12.11,-16.22,0,24
SIM_001087,Nyoma,4180.0,ROOF,FLOOR,0.916,6.711,6.139,3.411,3.445,3.287,23.909,3.83,28.07,25.68,14.26,14.41,13.75,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-21.11,-13.79,-17.28,0,24
SIM_001088,Chushul,4350.0,ROOF,FLOOR,12.391,16.022,12.406,0.595,4.679,0.548,46.641,26.57,34.35,26.6,1.28,10.03,1.18,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-39.15,-32.39,-35.03,0,24
SIM_001089,Rezang La,5000.0,FLOOR,INFILTRATION,2.728,0.896,13.67,0.638,6.495,0.153,24.581,11.1,3.65,55.61,2.6,26.42,0.62,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.66,-21.27,-24.31,0,24
SIM_001090,Pangong,4250.0,ROOF,FLOOR,2.006,13.882,13.216,0.843,1.148,1.277,32.373,6.2,42.88,40.83,2.6,3.55,3.94,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-27.83,-19.57,-22.42,0,24
SIM_001091,Depsang,5330.0,FLOOR,WALL,8.175,0.767,8.42,0.117,8.167,0.138,25.784,31.71,2.98,32.66,0.45,31.67,0.53,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-42.3,-39.99,-41.13,0,24
SIM_001092,Kargil,2676.0,FLOOR,WALL,1.783,0.996,7.726,0.845,0.999,0.083,12.431,14.34,8.01,62.15,6.79,8.04,0.67,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-14.59,-9.71,-11.25,0,24
SIM_001093,Leh,3500.0,FLOOR,WALL,4.421,0.876,17.595,0.807,3.245,0.128,27.072,16.33,3.24,64.99,2.98,11.98,0.47,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-14.94,-6.89,-10.26,0,24
SIM_001094,Dras,3280.0,WALL,FLOOR,6.396,0.464,6.365,2.321,0.399,0.206,16.151,39.6,2.87,39.41,14.37,2.47,1.27,99.99,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-20.05,-17.46,-18.77,0,24
SIM_001095,Siachen,5400.0,FLOOR,WALL,2.979,1.455,7.035,0.796,1.39,0.399,14.053,21.2,10.35,50.06,5.66,9.89,2.84,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.14,-29.12,-30.34,0,24
SIM_001096,Daulat Beg Oldie,5065.0,WALL,FLOOR,17.167,1.677,11.192,1.263,5.974,0.252,37.524,45.75,4.47,29.83,3.37,15.92,0.67,100.01,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-46.96,-37.53,-41.61,0,24
SIM_001097,Galwan,4300.0,FLOOR,WALL,3.184,0.647,8.272,0.89,0.911,0.042,13.948,22.83,4.64,59.31,6.38,6.54,0.3,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-21.51,-15.33,-17.47,0,24
SIM_001098,Hanle,4500.0,WALL,INFILTRATION,8.452,0.555,5.448,1.262,6.084,0.299,22.1,38.24,2.51,24.65,5.71,27.53,1.35,99.99,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-28.84,-21.53,-24.65,0,24
SIM_001099,Nyoma,4180.0,FLOOR,INFILTRATION,1.22,0.471,7.396,0.391,5.178,0.068,14.723,8.29,3.2,50.24,2.66,35.17,0.46,100.02,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-31.63,-23.67,-27.2,0,24
SIM_001100,Chushul,4350.0,FLOOR,INFILTRATION,1.261,0.543,7.457,0.405,1.782,0.092,11.541,10.93,4.71,64.62,3.51,15.44,0.8,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.19,-19.68,-23.99,0,24
SIM_001101,Rezang La,5000.0,FLOOR,INFILTRATION,1.997,1.572,12.76,0.448,3.767,0.288,20.833,9.59,7.54,61.25,2.15,18.08,1.38,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.98,-25.68,-26.84,0,24
SIM_001102,Pangong,4250.0,FLOOR,INFILTRATION,1.347,0.61,6.709,0.542,4.84,0.116,14.163,9.51,4.3,47.37,3.82,34.17,0.82,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-17.95,-13.96,-15.41,0,24
SIM_001103,Depsang,5330.0,ROOF,FLOOR,1.265,7.266,6.369,0.313,1.458,0.34,17.01,7.44,42.72,37.44,1.84,8.57,2.0,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-36.59,-26.84,-31.3,0,24
SIM_001104,Kargil,2676.0,FLOOR,INFILTRATION,6.036,2.097,14.914,0.655,7.487,0.165,31.354,19.25,6.69,47.57,2.09,23.88,0.53,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-21.15,-17.71,-19.22,0,24
SIM_001105,Leh,3500.0,FLOOR,WALL,4.013,0.598,8.489,0.679,0.374,0.053,14.205,28.25,4.21,59.76,4.78,2.64,0.37,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-9.35,-6.48,-7.73,0,24
SIM_001106,Dras,3280.0,ROOF,FLOOR,3.325,13.104,11.511,0.902,9.684,3.471,41.996,7.92,31.2,27.41,2.15,23.06,8.27,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-30.56,-22.52,-25.88,0,24
SIM_001107,Siachen,5400.0,FLOOR,INFILTRATION,4.624,2.184,15.01,2.536,9.996,0.117,34.467,13.42,6.34,43.55,7.36,29.0,0.34,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-43.18,-37.47,-39.42,0,24
SIM_001108,Daulat Beg Oldie,5065.0,ROOF,FLOOR,3.201,11.801,6.579,0.372,2.229,1.479,25.66,12.47,45.99,25.64,1.45,8.69,5.76,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-36.07,-28.64,-31.26,0,24
SIM_001109,Galwan,4300.0,FLOOR,WALL,1.44,0.829,5.546,0.402,0.496,0.108,8.82,16.32,9.39,62.88,4.55,5.63,1.23,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.83,-22.24,-23.97,0,24
SIM_001110,Hanle,4500.0,FLOOR,INFILTRATION,1.532,1.05,8.793,0.979,4.897,0.429,17.68,8.66,5.94,49.73,5.54,27.7,2.43,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-23.68,-10.53,-15.81,0,24
SIM_001111,Nyoma,4180.0,ROOF,FLOOR,1.378,12.935,10.54,0.628,3.099,0.679,29.26,4.71,44.21,36.02,2.15,10.59,2.32,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-21.6,-11.92,-16.22,0,24
SIM_001112,Chushul,4350.0,WALL,FLOOR,5.654,0.615,4.937,0.374,2.705,0.023,14.309,39.52,4.3,34.5,2.62,18.9,0.16,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-37.12,-32.58,-34.58,0,24
SIM_001113,Rezang La,5000.0,FLOOR,INFILTRATION,1.985,0.807,7.83,0.456,3.069,0.042,14.189,13.99,5.69,55.19,3.21,21.63,0.3,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.62,-19.78,-23.09,0,24
SIM_001114,Pangong,4250.0,FLOOR,WALL,4.153,2.434,6.936,0.13,3.873,0.164,17.69,23.47,13.76,39.21,0.74,21.89,0.93,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.1,-18.82,-22.91,0,24
SIM_001115,Depsang,5330.0,FLOOR,INFILTRATION,1.345,0.765,5.41,0.433,3.398,0.195,11.547,11.65,6.63,46.85,3.75,29.43,1.69,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-45.3,-39.32,-42.19,0,24
SIM_001116,Kargil,2676.0,FLOOR,WALL,1.192,0.169,1.771,0.004,0.433,0.003,3.57,33.38,4.73,49.6,0.1,12.12,0.07,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-16.49,-10.07,-13.09,0,24
SIM_001117,Leh,3500.0,FLOOR,INFILTRATION,1.469,0.461,6.787,1.846,3.309,0.034,13.906,10.56,3.32,48.8,13.27,23.8,0.25,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-14.28,-9.96,-11.51,0,24
SIM_001118,Dras,3280.0,ROOF,FLOOR,1.103,16.002,9.241,0.163,4.348,2.441,33.299,3.31,48.06,27.75,0.49,13.06,7.33,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-22.97,-13.73,-17.55,0,24
SIM_001119,Siachen,5400.0,FLOOR,INFILTRATION,0.863,0.517,6.807,1.79,4.849,0.123,14.95,5.77,3.46,45.53,11.97,32.44,0.82,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.83,-27.77,-30.03,0,24
SIM_001120,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,1.9,0.452,6.265,0.768,2.573,0.121,12.079,15.73,3.74,51.86,6.36,21.3,1.0,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-49.33,-40.34,-44.06,0,24
SIM_001121,Galwan,4300.0,FLOOR,INFILTRATION,1.632,1.7,7.709,0.077,5.449,0.184,16.751,9.74,10.15,46.02,0.46,32.53,1.1,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.21,-20.55,-23.04,0,24
SIM_001122,Hanle,4500.0,FLOOR,INFILTRATION,1.279,0.533,5.281,0.267,4.369,0.208,11.937,10.71,4.46,44.24,2.23,36.6,1.74,99.98,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.51,-20.09,-24.51,0,24
SIM_001123,Nyoma,4180.0,WALL,FLOOR,7.752,1.972,5.831,0.807,0.405,0.333,17.1,45.33,11.53,34.1,4.72,2.37,1.95,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-29.12,-24.35,-26.55,0,24
SIM_001124,Chushul,4350.0,FLOOR,WALL,4.061,1.808,19.966,2.676,2.435,0.083,31.03,13.09,5.83,64.34,8.62,7.85,0.27,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.38,-15.6,-19.86,0,24
SIM_001125,Rezang La,5000.0,FLOOR,WALL,11.34,3.306,12.989,0.508,3.248,0.439,31.829,35.63,10.39,40.81,1.6,10.2,1.38,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.49,-23.84,-25.68,0,24
SIM_001126,Pangong,4250.0,FLOOR,GLAZING,1.073,0.486,5.885,1.274,0.882,0.036,9.636,11.14,5.04,61.07,13.22,9.15,0.37,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-16.6,-12.21,-13.58,0,24
SIM_001127,Depsang,5330.0,WALL,FLOOR,8.794,1.143,5.705,1.169,5.173,0.009,21.993,39.99,5.2,25.94,5.31,23.52,0.04,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-34.3,-30.76,-32.38,0,24
SIM_001128,Kargil,2676.0,FLOOR,INFILTRATION,1.962,2.079,8.299,0.492,2.428,0.071,15.331,12.8,13.56,54.13,3.21,15.84,0.46,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-23.58,-17.78,-19.76,0,24
SIM_001129,Leh,3500.0,FLOOR,WALL,8.115,1.975,11.56,0.398,1.936,0.308,24.293,33.41,8.13,47.59,1.64,7.97,1.27,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-10.34,-6.73,-8.59,0,24
SIM_001130,Dras,3280.0,FLOOR,GLAZING,4.842,2.18,19.399,4.94,0.573,0.165,32.099,15.08,6.79,60.43,15.39,1.79,0.52,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.04,-17.93,-20.83,0,24
SIM_001131,Siachen,5400.0,FLOOR,WALL,4.797,1.352,13.252,2.027,0.847,0.049,22.323,21.49,6.06,59.36,9.08,3.79,0.22,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-38.77,-33.71,-35.84,0,24
SIM_001132,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,1.719,3.535,19.049,0.872,7.468,0.205,32.847,5.23,10.76,57.99,2.65,22.74,0.62,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-34.53,-25.1,-29.34,0,24
SIM_001133,Galwan,4300.0,WALL,FLOOR,3.008,0.326,2.508,0.083,0.495,0.017,6.438,46.72,5.06,38.96,1.29,7.69,0.27,99.99,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-27.27,-23.82,-25.56,0,24
SIM_001134,Hanle,4500.0,WALL,FLOOR,7.556,0.762,5.525,1.101,5.395,0.16,20.499,36.86,3.72,26.95,5.37,26.32,0.78,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-19.74,-14.38,-16.77,0,24
SIM_001135,Nyoma,4180.0,WALL,FLOOR,3.835,1.844,3.081,0.01,0.925,0.259,9.954,38.53,18.53,30.95,0.1,9.29,2.61,100.01,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-21.74,-14.73,-18.14,0,24
SIM_001136,Chushul,4350.0,INFILTRATION,WALL,3.811,0.181,3.584,0.193,4.352,0.165,12.287,31.02,1.47,29.17,1.57,35.42,1.35,100.0,Perimeter weatherstripping and door draft seals,High air exchange rate is flushing interior thermal energy.,-39.11,-33.31,-36.05,0,24
SIM_001137,Rezang La,5000.0,FLOOR,INFILTRATION,1.983,3.333,23.075,3.634,12.167,0.225,44.417,4.46,7.5,51.95,8.18,27.39,0.51,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.92,-18.56,-22.61,0,24
SIM_001138,Pangong,4250.0,FLOOR,WALL,3.63,1.502,15.956,2.076,2.667,0.064,25.895,14.02,5.8,61.62,8.02,10.3,0.25,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.05,-16.76,-19.98,0,24
SIM_001139,Depsang,5330.0,FLOOR,INFILTRATION,5.1,2.171,17.834,1.189,10.125,0.127,36.547,13.96,5.94,48.8,3.25,27.7,0.35,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-43.08,-36.48,-38.93,0,24
SIM_001140,Kargil,2676.0,FLOOR,INFILTRATION,4.22,1.838,6.86,2.034,5.205,0.124,20.281,20.81,9.06,33.83,10.03,25.66,0.61,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-14.73,-9.18,-11.33,0,24
SIM_001141,Leh,3500.0,FLOOR,INFILTRATION,2.89,2.179,7.077,0.087,6.975,0.087,19.296,14.98,11.29,36.68,0.45,36.15,0.45,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-16.65,-8.95,-12.78,0,24
SIM_001142,Dras,3280.0,FLOOR,INFILTRATION,1.193,0.467,5.674,0.238,2.673,0.138,10.383,11.49,4.5,54.65,2.29,25.75,1.33,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-20.58,-15.17,-17.81,0,24
SIM_001143,Siachen,5400.0,FLOOR,INFILTRATION,2.398,1.519,25.907,2.155,8.382,0.102,40.461,5.93,3.75,64.03,5.32,20.72,0.25,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.48,-25.59,-27.16,0,24
SIM_001144,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,1.75,1.002,8.24,1.292,3.795,0.073,16.152,10.84,6.2,51.02,8.0,23.49,0.45,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-43.46,-38.4,-40.11,0,24
SIM_001145,Galwan,4300.0,WALL,FLOOR,3.232,0.443,2.835,0.78,2.062,0.073,9.425,34.29,4.7,30.08,8.28,21.88,0.77,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-26.22,-20.71,-23.25,0,24
SIM_001146,Hanle,4500.0,FLOOR,INFILTRATION,1.356,0.582,8.102,0.933,2.722,0.098,13.792,9.83,4.22,58.74,6.76,19.74,0.71,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-28.53,-17.26,-22.07,0,24
SIM_001147,Nyoma,4180.0,FLOOR,ROOF,1.469,2.593,9.48,1.824,1.796,0.243,17.405,8.44,14.9,54.47,10.48,10.32,1.4,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.73,-24.16,-27.83,0,24
SIM_001148,Chushul,4350.0,ROOF,FLOOR,5.25,9.147,7.748,1.038,1.325,1.01,25.518,20.57,35.84,30.36,4.07,5.19,3.96,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-29.3,-19.21,-22.84,0,24
SIM_001149,Rezang La,5000.0,FLOOR,INFILTRATION,1.118,0.456,2.619,0.377,1.256,0.045,5.872,19.04,7.77,44.6,6.42,21.39,0.77,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-31.48,-26.29,-28.36,0,24
SIM_001150,Pangong,4250.0,FLOOR,WALL,3.604,1.587,18.058,2.299,1.153,0.242,26.943,13.38,5.89,67.02,8.53,4.28,0.9,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-17.43,-10.29,-12.58,0,24
SIM_001151,Depsang,5330.0,FLOOR,ROOF,2.301,7.157,8.001,2.632,3.509,1.763,25.363,9.07,28.22,31.55,10.38,13.83,6.95,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-35.15,-27.53,-31.13,0,24
SIM_001152,Kargil,2676.0,FLOOR,GLAZING,2.002,0.824,11.487,3.66,0.408,0.162,18.543,10.8,4.45,61.95,19.74,2.2,0.87,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.31,-19.86,-22.26,0,24
SIM_001153,Leh,3500.0,FLOOR,INFILTRATION,4.129,1.702,8.765,0.797,7.842,0.322,23.556,17.53,7.22,37.21,3.38,33.29,1.37,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-10.85,-5.81,-7.83,0,24
SIM_001154,Dras,3280.0,FLOOR,WALL,5.314,0.658,5.358,0.689,0.561,0.24,12.819,41.45,5.13,41.79,5.37,4.37,1.88,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.53,-24.3,-25.44,0,24
SIM_001155,Siachen,5400.0,FLOOR,INFILTRATION,1.256,1.091,5.212,0.387,2.436,0.08,10.463,12.01,10.43,49.82,3.7,23.28,0.77,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-43.69,-40.37,-41.69,0,24
SIM_001156,Daulat Beg Oldie,5065.0,FLOOR,WALL,2.368,0.851,4.401,0.22,1.572,0.091,9.502,24.92,8.95,46.32,2.32,16.54,0.95,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-38.42,-29.87,-32.97,0,24
SIM_001157,Galwan,4300.0,FLOOR,WALL,2.851,1.831,14.076,1.002,0.673,0.201,20.634,13.82,8.88,68.22,4.85,3.26,0.97,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.1,-18.09,-21.74,0,24
SIM_001158,Hanle,4500.0,WALL,FLOOR,6.077,0.903,5.523,3.095,3.603,0.101,19.302,31.49,4.68,28.61,16.04,18.66,0.52,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-18.73,-14.13,-15.72,0,24
SIM_001159,Nyoma,4180.0,ROOF,FLOOR,1.032,5.555,4.73,0.285,0.251,0.286,12.139,8.5,45.76,38.97,2.35,2.06,2.36,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-22.25,-11.07,-16.08,0,24
SIM_001160,Chushul,4350.0,FLOOR,GLAZING,2.993,1.441,22.23,4.61,3.513,0.117,34.904,8.57,4.13,63.69,13.21,10.06,0.33,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-36.94,-28.79,-32.01,0,24
SIM_001161,Rezang La,5000.0,ROOF,FLOOR,8.117,16.253,11.177,0.984,7.95,2.47,46.951,17.29,34.62,23.81,2.1,16.93,5.26,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-25.98,-23.53,-24.5,0,24
SIM_001162,Pangong,4250.0,ROOF,FLOOR,2.749,7.348,7.325,0.546,0.898,1.432,20.298,13.54,36.2,36.09,2.69,4.43,7.06,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-23.95,-18.78,-21.14,0,24
SIM_001163,Depsang,5330.0,INFILTRATION,FLOOR,1.018,0.621,2.808,0.029,3.009,0.041,7.526,13.52,8.25,37.31,0.39,39.99,0.54,100.0,Perimeter weatherstripping and door draft seals,High air exchange rate is flushing interior thermal energy.,-46.27,-42.53,-44.32,0,24
SIM_001164,Kargil,2676.0,FLOOR,ROOF,1.212,2.065,6.086,0.164,1.64,0.136,11.303,10.72,18.27,53.84,1.45,14.51,1.2,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-14.36,-9.25,-11.72,0,24
SIM_001165,Leh,3500.0,INFILTRATION,FLOOR,3.206,2.093,3.324,0.158,3.969,0.276,13.025,24.61,16.07,25.52,1.21,30.47,2.12,100.0,Perimeter weatherstripping and door draft seals,High air exchange rate is flushing interior thermal energy.,-15.88,-10.74,-13.33,0,24
SIM_001166,Dras,3280.0,FLOOR,INFILTRATION,4.21,1.232,12.807,0.114,4.884,0.202,23.449,17.95,5.25,54.62,0.49,20.83,0.86,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-19.12,-12.17,-15.3,0,24
SIM_001167,Siachen,5400.0,ROOF,FLOOR,1.215,5.824,5.452,0.355,2.903,0.911,16.661,7.29,34.96,32.72,2.13,17.42,5.47,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-33.37,-26.34,-29.65,0,24
SIM_001168,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,2.243,4.41,22.867,2.813,19.677,0.674,52.684,4.26,8.37,43.4,5.34,37.35,1.28,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-45.05,-37.07,-40.4,0,24
SIM_001169,Galwan,4300.0,FLOOR,INFILTRATION,1.685,0.693,4.154,0.429,1.783,0.106,8.849,19.04,7.83,46.94,4.84,20.15,1.19,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.48,-20.66,-22.53,0,24
SIM_001170,Hanle,4500.0,FLOOR,INFILTRATION,3.036,1.429,13.354,3.124,11.528,0.437,32.907,9.23,4.34,40.58,9.49,35.03,1.33,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.65,-19.77,-22.59,0,24
SIM_001171,Nyoma,4180.0,ROOF,FLOOR,0.66,8.32,5.487,1.168,1.339,1.525,18.498,3.57,44.98,29.66,6.31,7.24,8.24,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-31.39,-23.45,-26.42,0,24
SIM_001172,Chushul,4350.0,ROOF,FLOOR,1.66,20.93,12.418,0.264,0.221,2.858,38.352,4.33,54.57,32.38,0.69,0.58,7.45,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-27.95,-19.0,-22.6,0,24
SIM_001173,Rezang La,5000.0,FLOOR,GLAZING,2.87,4.534,18.941,5.733,1.057,0.515,33.651,8.53,13.47,56.29,17.04,3.14,1.53,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-28.24,-23.45,-25.03,0,24
SIM_001174,Pangong,4250.0,FLOOR,WALL,2.19,0.641,10.731,0.094,1.936,0.089,15.681,13.96,4.09,68.43,0.6,12.35,0.57,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-17.16,-10.2,-13.46,0,24
SIM_001175,Depsang,5330.0,FLOOR,WALL,18.605,1.651,20.011,0.07,0.753,0.254,41.344,45.0,3.99,48.4,0.17,1.82,0.61,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-30.79,-27.96,-29.36,0,24
